year,team,rank,rating,w:l:sched:10:30,golden mean,predictor,elo score
2018,Morgan State,227, 28.11,   4   7   35.68( 222)    0   0  ,  27.01  230 ,  26.90  231 ,  33.93  213
2018,Wagner,228, 28.06,   4   7   37.92( 211)    0   0  ,  27.52  227 ,  28.05  230 ,  30.95  222
2018,Fordham,229, 27.62,   2   9   37.23( 217)    0   0  ,  27.67  225 ,  28.14  229 ,  26.58  234
2018,Bryant,230, 26.84,   6   5   33.55( 230)    0   0  ,  27.06  229 ,  28.75  227 ,  24.38  240
2018,Gardner-Webb,231, 26.60,   3   8   44.10( 190)    0   0  ,  25.75  231 ,  29.07  225 ,  31.12  220
2018,VMI,232, 25.55,   1  10   50.11( 155)    0   0  ,  25.55  232 ,  24.86  238 ,  24.85  238
2018,Hampton,233, 25.50,   7   3   33.02( 232)    0   0  ,  25.04  233 ,  28.92  226 ,  27.93  231
2018,Brown,234, 25.02,   1   9   45.50( 182)    0   0  ,  24.61  237 ,  25.82  235 ,  27.11  233
2018,Tennessee Tech,235, 25.00,   1  10   47.90( 168)    0   0  ,  24.89  234 ,  25.85  234 ,  25.18  237
2018,Norfolk State,236, 24.85,   4   7   35.30( 224)    0   0  ,  24.86  235 ,  24.96  237 ,  24.12  241
2018,Jackson State,237, 24.62,   5   5   31.98( 241)    0   0  ,  23.41  240 ,  25.95  233 ,  30.82  223
2018,Lafayette,238, 24.51,   3   8   38.65( 210)    0   0  ,  24.79  236 ,  25.36  236 ,  21.48  242
2018,Savannah State,239, 24.18,   2   8   36.40( 221)    0   0  ,  24.01  238 ,  23.47  239 ,  24.78  239
2018,Bucknell,240, 23.49,   1  10   37.72( 213)    0   0  ,  24.00  239 ,  22.82  240 ,  17.98  245
2018,Marist,241, 22.78,   5   6   25.30( 251)    0   0  ,  21.84  242 ,  21.57  241 ,  27.67  232
2018,Houston Baptist,242, 22.39,   1  10   44.35( 188)    0   0  ,  22.75  241 ,  19.54  244 ,  18.45  244
2018,Stetson,243, 18.96,   8   2   20.35( 255)    0   0  ,  17.38  249 ,  19.57  243 ,  26.26  235
2018,Delaware State,244, 18.65,   3   8   36.72( 220)    0   0  ,  16.98  250 ,  18.54  246 ,  26.24  236
2018,Butler,245, 18.63,   4   7   28.20( 247)    0   0  ,  18.79  243 ,  18.92  245 ,  16.67  247
2018,Alabama State,246, 18.51,   4   7   37.06( 218)    0   0  ,  18.30  245 ,  21.14  242 ,  19.38  243
2018,Valparaiso,247, 18.41,   2   9   25.27( 252)    0   0  ,  18.44  244 ,  16.59  247 ,  17.50  246
2018,Texas Southern,248, 17.83,   2   9   33.27( 231)    0   0  ,  18.29  246 ,  15.40  250 ,  12.67  253
2018,Robert Morris,249, 17.67,   2   9   37.29( 216)    0   0  ,  18.03  247 ,  16.28  249 ,  13.60  251
2018,Presbyterian College,250, 17.35,   2   8   39.25( 208)    0   0  ,  17.52  248 ,  16.54  248 ,  15.22  249
2018,Davidson,251, 13.32,   6   5   21.10( 254)    0   0  ,  12.91  252 ,  10.04  254 ,  15.35  248
2018,Jacksonville,252, 12.92,   2   8   26.70( 249)    0   0  ,  13.08  251 ,  12.50  251 ,  10.83  254
2018,Ark.-Pine Bluff,253, 12.07,   2   9   33.92( 229)    0   0  ,  11.58  253 ,  11.08  253 ,  14.56  250
2018,Morehead State,254, 11.06,   3   8   28.19( 248)    0   0  ,  10.57  254 ,  11.55  252 ,  13.54  252
2018,Miss. Valley State,255,  8.89,   1  10   30.81( 243)    0   0  ,   9.06  255 ,   6.70  255 ,   6.71  255
2015,Alabama,1,100.92,  14   1   80.51(   1)    2   1  ,  98.48    1 , 100.40    1 , 104.32    1
2015,Clemson,2, 94.82,  14   1   75.76(  21)    1   1  ,  92.81    2 ,  95.00    2 ,  97.34    2
2015,Ohio State,3, 92.92,  12   1   71.16(  60)    1   0  ,  91.11    4 ,  93.18    3 ,  95.10    3
2015,Oklahoma,4, 91.50,  11   2   75.77(  20)    3   1  ,  92.40    3 ,  91.11    4 ,  90.66    5
2015,Stanford,5, 90.71,  12   2   76.35(  12)    0   0  ,  89.07    6 ,  90.52    5 ,  92.63    4
2015,Mississippi,6, 90.03,  10   3   76.06(  16)    1   0  ,  89.90    5 ,  89.00    6 ,  90.16    6
2015,TCU,7, 87.72,  11   2   73.43(  38)    1   1  ,  85.73   12 ,  88.41    7 ,  90.10    7
2015,Baylor,8, 87.38,  10   3   71.12(  61)    0   2  ,  87.26    7 ,  87.62    8 ,  87.51   10
2015,Michigan,9, 87.07,  10   3   73.25(  45)    0   1  ,  87.20    8 ,  85.98   13 ,  86.94   11
2015,Tennessee,10, 86.81,   9   4   73.68(  37)    0   2  ,  86.78    9 ,  86.17   12 ,  86.84   13
2015,Notre Dame,11, 86.65,  10   3   76.04(  17)    0   3  ,  85.80   11 ,  87.12    9 ,  87.57    9
2015,Florida State,12, 86.62,  10   3   71.84(  51)    0   1  ,  86.36   10 ,  86.63   11 ,  86.87   12
2015,LSU,13, 85.81,   9   3   77.67(   5)    0   2  ,  84.89   15 ,  86.75   10 ,  86.82   14
2015,Southern California,14, 84.59,   8   6   78.60(   2)    0   2  ,  85.24   13 ,  84.57   15 ,  83.97   20
2015,Arkansas,15, 84.43,   8   5   77.58(   6)    2   1  ,  83.89   18 ,  83.66   19 ,  84.99   17
2015,North Carolina,16, 84.26,  11   3   71.20(  59)    0   2  ,  84.96   14 ,  84.09   16 ,  83.59   22
2015,Michigan State,17, 84.01,  12   2   74.36(  30)    2   1  ,  81.14   22 ,  85.43   14 ,  87.66    8
2015,Mississippi State,18, 84.00,   9   4   75.56(  24)    0   2  ,  84.12   17 ,  84.01   17 ,  83.87   21
2015,Wisconsin,19, 83.06,  10   3   68.82(  66)    0   1  ,  82.57   19 ,  83.12   23 ,  83.56   23
2015,Oregon,20, 82.90,   9   4   76.02(  18)    1   1  ,  80.31   30 ,  83.70   18 ,  86.07   15
2015,Houston,21, 82.73,  13   1   63.39(  90)    0   0  ,  80.98   24 ,  82.28   26 ,  84.72   19
2015,Iowa,22, 82.70,  12   2   71.83(  52)    0   1  ,  80.89   25 ,  83.35   21 ,  84.77   18
2015,Georgia,23, 82.65,  10   3   71.42(  55)    0   2  ,  80.62   27 ,  83.30   22 ,  85.01   16
2015,Utah,24, 82.41,  10   3   74.75(  28)    1   0  ,  82.03   21 ,  83.57   20 ,  82.80   25
2015,Washington,25, 82.35,   7   6   74.71(  29)    0   1  ,  84.28   16 ,  80.94   27 ,  80.65   28
2015,Oklahoma State,26, 81.67,  10   3   73.71(  36)    1   3  ,  80.55   28 ,  82.79   24 ,  82.89   24
2015,West Virginia,27, 81.02,   8   5   73.18(  46)    0   3  ,  82.27   20 ,  80.45   30 ,  79.86   30
2015,Florida,28, 80.74,  10   4   75.94(  19)    2   2  ,  79.88   31 ,  82.37   25 ,  81.66   26
2015,Auburn,29, 80.02,   7   6   77.80(   4)    0   2  ,  78.59   35 ,  80.68   29 ,  81.60   27
2015,UCLA,30, 79.99,   8   5   73.96(  34)    0   1  ,  81.01   23 ,  80.42   31 ,  79.02   33
2015,Navy,31, 79.61,  11   2   65.27(  78)    0   0  ,  78.76   33 ,  79.64   33 ,  80.50   29
2015,California,32, 79.59,   8   5   76.56(  10)    0   1  ,  80.71   26 ,  79.87   32 ,  78.54   37
2015,Texas A&amp;M,33, 79.34,   8   5   75.44(  25)    0   2  ,  79.74   32 ,  80.76   28 ,  78.94   34
2015,Louisville,34, 79.01,   8   5   73.73(  35)    0   1  ,  78.66   34 ,  78.86   34 ,  79.37   32
2015,Western Kentucky,35, 78.24,  12   2   61.42(  97)    0   0  ,  77.85   36 ,  77.74   38 ,  78.64   35
2015,North Dakota State,36, 77.77,  13   2   56.45( 131)    0   0  ,  76.03   47 ,  76.87   42 ,  79.70   31
2015,Toledo,37, 77.70,  10   2   63.70(  89)    0   0  ,  76.99   40 ,  77.96   35 ,  78.44   38
2015,Boise State,38, 77.66,   9   4   62.72(  93)    0   0  ,  80.55   29 ,  77.42   40 ,  75.18   48
2015,BYU,39, 77.31,   9   4   69.61(  65)    0   1  ,  77.31   37 ,  77.75   37 ,  77.32   39
2015,Pittsburgh,40, 76.94,   8   5   74.77(  27)    0   0  ,  76.72   43 ,  77.60   39 ,  77.17   42
2015,Arizona State,41, 76.80,   6   7   75.75(  22)    0   0  ,  76.41   45 ,  77.15   41 ,  77.19   41
2015,Nebraska,42, 76.55,   6   7   72.62(  49)    0   0  ,  76.71   44 ,  75.92   44 ,  76.39   45
2015,Washington State,43, 76.36,   9   4   72.67(  47)    0   1  ,  75.55   49 ,  76.61   43 ,  77.21   40
2015,Northwestern,44, 76.35,  10   3   74.06(  33)    1   2  ,  74.31   52 ,  77.86   36 ,  78.63   36
2015,San Diego State,45, 76.15,  11   3   60.01( 109)    0   0  ,  75.72   48 ,  74.69   51 ,  76.59   43
2015,Virginia Tech,46, 75.76,   7   6   71.08(  62)    0   1  ,  76.21   46 ,  75.66   47 ,  75.31   46
2015,Texas Tech,47, 75.37,   7   6   76.12(  15)    0   3  ,  75.51   50 ,  75.85   46 ,  75.23   47
2015,Memphis,48, 75.04,   9   4   68.70(  67)    1   0  ,  76.98   41 ,  75.86   45 ,  73.27   53
2015,Miami-Florida,49, 74.94,   8   5   74.09(  31)    0   1  ,  73.56   56 ,  75.56   48 ,  76.41   44
2015,NC State,50, 74.72,   7   6   69.84(  64)    0   1  ,  77.19   38 ,  74.82   50 ,  72.52   54
2015,Penn State,51, 74.69,   7   6   72.65(  48)    0   2  ,  74.24   53 ,  75.15   49 ,  75.14   49
2015,Temple,52, 74.34,  10   4   65.65(  76)    0   0  ,  74.46   51 ,  74.68   52 ,  74.22   51
2015,Bowling Green,53, 73.96,  10   4   64.60(  83)    0   1  ,  76.87   42 ,  74.16   53 ,  71.41   58
2015,Georgia Tech,54, 73.57,   3   9   76.15(  14)    0   1  ,  77.19   39 ,  73.25   56 ,  70.47   62
2015,Arizona,55, 73.37,   7   6   71.37(  56)    0   1  ,  72.86   57 ,  73.76   55 ,  73.89   52
2015,Texas,56, 73.20,   5   7   77.47(   7)    2   1  ,  71.99   61 ,  73.88   54 ,  74.49   50
2015,South Florida,57, 73.15,   8   5   67.02(  72)    0   0  ,  74.14   54 ,  71.61   59 ,  72.20   56
2015,Duke,58, 72.91,   8   5   67.88(  68)    0   0  ,  74.00   55 ,  73.05   57 ,  71.88   57
2015,Kansas State,59, 72.39,   6   7   74.06(  32)    0   3  ,  72.45   59 ,  72.57   58 ,  72.33   55
2015,Appalachian State,60, 71.63,  11   2   55.43( 135)    0   1  ,  72.66   58 ,  71.52   60 ,  70.65   61
2015,Georgia Southern,61, 70.96,   9   4   60.05( 107)    0   0  ,  72.01   60 ,  70.67   63 ,  69.95   65
2015,Missouri,62, 70.75,   5   7   73.34(  42)    0   1  ,  70.18   68 ,  71.37   61 ,  71.33   59
2015,Western Michigan,63, 70.63,   8   5   64.86(  81)    0   1  ,  70.91   63 ,  69.78   65 ,  70.34   63
2015,Minnesota,64, 70.59,   6   7   73.33(  43)    0   3  ,  70.04   69 ,  70.75   62 ,  71.15   60
2015,South Carolina,65, 69.58,   3   9   76.46(  11)    0   2  ,  70.31   66 ,  69.59   66 ,  68.88   69
2015,Marshall,66, 69.54,  10   3   54.75( 138)    0   0  ,  69.06   75 ,  69.99   64 ,  70.03   64
2015,Iowa State,67, 69.49,   3   9   78.31(   3)    0   3  ,  70.27   67 ,  69.00   71 ,  68.74   70
2015,Louisiana Tech,68, 69.32,   9   4   58.15( 119)    0   0  ,  69.27   73 ,  69.27   69 ,  69.37   66
2015,Indiana,69, 69.30,   6   7   71.48(  54)    0   2  ,  69.62   70 ,  69.30   68 ,  68.99   68
2015,Southern Miss,70, 68.96,   9   5   57.53( 124)    0   0  ,  70.39   64 ,  67.90   75 ,  67.60   72
2015,Illinois,71, 68.88,   5   7   73.28(  44)    0   1  ,  70.38   65 ,  68.58   72 ,  67.45   75
2015,Virginia,72, 68.61,   4   8   75.44(  26)    0   0  ,  69.24   74 ,  68.54   73 ,  67.99   71
2015,Air Force,73, 68.55,   8   6   63.72(  88)    0   0  ,  71.09   62 ,  68.43   74 ,  66.21   80
2015,Utah State,74, 68.46,   6   7   66.91(  73)    0   0  ,  69.53   71 ,  69.58   67 ,  67.43   76
2015,Cincinnati,75, 68.45,   7   6   67.31(  69)    0   0  ,  67.85   78 ,  69.13   70 ,  69.07   67
2015,Illinois State,76, 67.35,  10   3   55.34( 136)    0   0  ,  67.52   79 ,  67.53   76 ,  67.19   78
2015,Northern Iowa,77, 67.35,   9   5   57.91( 121)    0   0  ,  67.46   80 ,  66.72   81 ,  67.23   77
2015,Arkansas State,78, 66.85,   9   4   57.12( 125)    0   0  ,  66.18   86 ,  66.94   77 ,  67.53   73
2015,Jacksonville State,79, 66.62,  13   2   49.77( 156)    0   0  ,  65.74   88 ,  66.79   80 ,  67.51   74
2015,Syracuse,80, 66.54,   4   8   73.43(  39)    0   1  ,  68.74   76 ,  66.85   79 ,  64.47   84
2015,Kentucky,81, 66.44,   5   7   71.30(  57)    0   1  ,  66.52   82 ,  66.94   78 ,  66.36   79
2015,Vanderbilt,82, 66.23,   4   8   75.57(  23)    0   2  ,  66.50   83 ,  66.17   85 ,  65.96   81
2015,East Carolina,83, 66.05,   5   7   67.27(  70)    0   0  ,  67.89   77 ,  66.33   83 ,  64.30   85
2015,Northern Illinois,84, 65.76,   8   6   62.55(  95)    0   1  ,  66.36   84 ,  66.63   82 ,  65.18   83
2015,Maryland,85, 65.76,   3   9   76.74(   9)    0   2  ,  66.19   85 ,  66.32   84 ,  65.34   82
2015,Boston College,86, 65.72,   3   9   71.29(  58)    0   1  ,  69.41   72 ,  65.78   86 ,  62.37   94
2015,Central Michigan,87, 64.88,   7   6   63.29(  91)    0   0  ,  65.54   90 ,  64.69   88 ,  64.23   86
2015,Middle Tennessee,88, 64.72,   7   6   60.52( 103)    0   1  ,  66.53   81 ,  64.19   89 ,  62.99   90
2015,South Dakota State,89, 64.41,   8   4   56.04( 133)    0   0  ,  65.21   91 ,  64.91   87 ,  63.63   88
2015,Colorado,90, 64.10,   4   9   71.64(  53)    0   1  ,  66.15   87 ,  63.53   90 ,  62.15   95
2015,Connecticut,91, 63.11,   6   7   67.10(  71)    0   0  ,  63.22   93 ,  62.64   94 ,  63.00   89
2015,Wake Forest,92, 63.05,   3   9   73.38(  41)    0   1  ,  65.69   89 ,  62.86   92 ,  60.55  102
2015,Colorado State,93, 62.82,   7   6   61.01(  99)    0   0  ,  61.97   97 ,  63.24   91 ,  63.68   87
2015,San Jose State,94, 62.61,   6   7   62.97(  92)    0   0  ,  63.56   92 ,  62.23   95 ,  61.69   98
2015,Ohio,95, 62.49,   8   5   60.37( 104)    0   0  ,  62.83   95 ,  62.66   93 ,  62.15   96
2015,Chattanooga,96, 61.85,   9   4   51.93( 147)    0   0  ,  61.16  101 ,  62.00   97 ,  62.54   93
2015,Tulsa,97, 61.81,   6   7   65.17(  80)    0   1  ,  62.49   96 ,  61.57   98 ,  61.14  101
2015,Rutgers,98, 61.69,   4   8   72.06(  50)    0   2  ,  61.73   98 ,  62.18   96 ,  61.66   99
2015,Akron,99, 61.46,   8   5   57.97( 120)    0   1  ,  60.32  106 ,  61.29  100 ,  62.62   91
2015,Nevada,100, 61.39,   7   6   60.02( 108)    0   0  ,  60.66  104 ,  61.45   99 ,  62.12   97
2015,Southern Utah,101, 60.49,   8   4   52.08( 145)    0   0  ,  62.95   94 ,  59.43  105 ,  58.12  110
2015,Richmond,102, 60.42,  10   4   49.72( 158)    0   0  ,  58.36  111 ,  59.83  102 ,  62.55   92
2015,Harvard,103, 60.09,   9   1   38.43( 222)    0   0  ,  61.68  100 ,  59.73  103 ,  58.53  108
2015,Purdue,104, 59.93,   2  10   73.41(  40)    0   0  ,  61.71   99 ,  59.66  104 ,  58.19  109
2015,Sam Houston State,105, 59.79,  11   4   46.05( 175)    0   0  ,  58.40  110 ,  59.39  106 ,  61.21  100
2015,Oregon State,106, 59.48,   2  10   77.38(   8)    0   2  ,  59.17  108 ,  60.46  101 ,  59.79  103
2015,New Mexico,107, 59.46,   7   6   60.80( 100)    0   0  ,  59.42  107 ,  59.03  107 ,  59.51  104
2015,Portland State,108, 58.97,   9   3   52.16( 144)    0   0  ,  60.61  105 ,  58.81  108 ,  57.35  113
2015,Youngstown State,109, 58.88,   5   6   55.82( 134)    0   0  ,  60.79  102 ,  58.72  109 ,  57.00  117
2015,Troy,110, 58.42,   4   8   61.16(  98)    0   0  ,  60.78  103 ,  57.43  115 ,  56.10  120
2015,Montana,111, 58.35,   8   5   52.43( 142)    0   0  ,  57.42  118 ,  58.06  112 ,  59.28  105
2015,McNeese State,112, 58.30,  10   1   42.84( 197)    0   0  ,  57.97  113 ,  58.62  110 ,  58.63  107
2015,James Madison,113, 58.00,   9   3   44.99( 184)    0   0  ,  58.94  109 ,  58.13  111 ,  57.07  115
2015,Dartmouth,114, 57.96,   9   1   39.21( 216)    0   0  ,  58.32  112 ,  58.06  113 ,  57.60  112
2015,The Citadel,115, 57.37,   9   4   52.19( 143)    0   0  ,  57.68  115 ,  56.90  117 ,  57.06  116
2015,Western Illinois,116, 57.22,   7   6   60.19( 106)    0   0  ,  55.73  122 ,  57.46  114 ,  58.72  106
2015,Georgia State,117, 56.92,   6   7   56.80( 128)    0   0  ,  55.90  121 ,  55.65  121 ,  57.94  111
2015,Coastal Carolina,118, 56.75,   9   3   41.85( 203)    0   0  ,  56.63  119 ,  57.19  116 ,  56.86  118
2015,William &amp; Mary,119, 56.38,   9   4   47.70( 171)    0   0  ,  56.45  120 ,  56.63  119 ,  56.31  119
2015,Buffalo,120, 56.38,   5   7   58.66( 116)    0   0  ,  57.52  117 ,  56.81  118 ,  55.24  121
2015,Charleston Southern,121, 56.10,  10   3   48.70( 164)    0   1  ,  54.89  123 ,  55.99  120 ,  57.32  114
2015,Southern Illinois,122, 55.57,   3   8   57.67( 123)    0   0  ,  57.82  114 ,  54.87  122 ,  53.34  125
2015,UNLV,123, 54.94,   3   9   63.83(  86)    0   1  ,  57.60  116 ,  54.61  123 ,  52.27  134
2015,Fresno State,124, 53.65,   3   9   66.05(  75)    0   1  ,  52.45  131 ,  54.28  124 ,  54.85  122
2015,Samford,125, 52.86,   6   5   48.86( 163)    0   0  ,  53.22  125 ,  52.82  127 ,  52.50  131
2015,Villanova,126, 52.85,   6   5   48.90( 162)    0   0  ,  52.94  128 ,  53.03  126 ,  52.75  129
2015,Florida Atlantic,127, 52.78,   3   9   59.56( 112)    0   0  ,  54.20  124 ,  51.84  136 ,  51.34  137
2015,SMU,128, 52.75,   2  10   70.58(  63)    0   2  ,  52.93  129 ,  52.33  131 ,  52.57  130
2015,Western Carolina,129, 52.50,   7   4   52.57( 141)    0   1  ,  51.54  137 ,  52.74  128 ,  53.45  124
2015,Fla. International,130, 52.15,   5   7   56.69( 130)    0   0  ,  52.54  130 ,  52.44  129 ,  51.75  136
2015,Northern Arizona,131, 52.02,   7   4   49.25( 159)    0   0  ,  51.08  138 ,  51.71  137 ,  52.96  127
2015,Indiana State,132, 51.96,   5   6   56.84( 127)    0   0  ,  51.56  136 ,  52.23  132 ,  52.37  132
2015,Ball State,133, 51.78,   3   9   64.34(  84)    0   0  ,  51.80  134 ,  52.43  130 ,  51.76  135
2015,South Alabama,134, 51.61,   5   7   62.13(  96)    0   0  ,  50.21  141 ,  53.04  125 ,  52.98  126
2015,Eastern Illinois,135, 51.57,   7   5   51.90( 148)    0   0  ,  48.89  154 ,  52.11  135 ,  54.20  123
2015,Louisiana-Lafayette,136, 51.47,   4   8   56.97( 126)    0   0  ,  52.01  132 ,  52.19  133 ,  50.94  141
2015,Tennessee-Martin,137, 51.35,   7   4   49.92( 155)    0   1  ,  49.84  145 ,  51.62  138 ,  52.83  128
2015,Massachusetts,138, 51.29,   3   9   60.61( 102)    0   0  ,  53.00  127 ,  50.84  140 ,  49.55  148
2015,Rice,139, 50.98,   5   7   56.79( 129)    0   1  ,  49.63  146 ,  52.13  134 ,  52.32  133
2015,Army,140, 50.96,   2  10   59.36( 113)    0   0  ,  53.20  126 ,  50.38  144 ,  48.67  159
2015,North Dakota,141, 50.60,   7   4   48.25( 169)    0   0  ,  49.91  144 ,  50.49  142 ,  51.29  138
2015,Eastern Kentucky,142, 50.49,   6   5   46.47( 174)    0   0  ,  50.16  142 ,  50.71  141 ,  50.81  143
2015,Montana State,143, 50.46,   5   6   48.46( 166)    0   0  ,  51.90  133 ,  50.07  148 ,  49.00  155
2015,South Dakota,144, 50.36,   5   6   58.18( 118)    0   0  ,  50.59  140 ,  50.16  147 ,  50.12  145
2015,Pennsylvania,145, 50.11,   7   3   45.04( 183)    0   0  ,  49.59  147 ,  48.93  156 ,  50.61  144
2015,Eastern Washington,146, 50.09,   6   5   50.95( 149)    0   0  ,  49.26  152 ,  51.01  139 ,  50.92  142
2015,NC A&amp;T,147, 50.08,  10   2   37.90( 223)    0   0  ,  49.18  153 ,  50.30  146 ,  50.98  140
2015,Idaho,148, 49.88,   4   8   60.65( 101)    0   0  ,  50.63  139 ,  49.81  149 ,  49.13  153
2015,Fordham,149, 49.85,   9   3   42.59( 200)    0   0  ,  48.57  156 ,  50.44  143 ,  51.10  139
2015,Towson,150, 49.77,   7   4   46.04( 176)    0   0  ,  49.49  149 ,  49.42  150 ,  50.04  147
2015,Tulane,151, 49.75,   3   9   65.23(  79)    0   0  ,  49.39  151 ,  50.34  145 ,  50.11  146
2015,Cal Poly-SLO,152, 49.72,   4   7   53.21( 139)    0   0  ,  51.61  135 ,  49.31  151 ,  47.78  165
2015,UTSA,153, 49.24,   3   9   59.88( 111)    0   0  ,  49.52  148 ,  49.14  154 ,  48.96  156
2015,Wyoming,154, 49.19,   2  10   64.68(  82)    0   0  ,  50.02  143 ,  48.86  158 ,  48.35  161
2015,Wofford,155, 48.86,   5   6   48.39( 168)    0   1  ,  49.45  150 ,  49.16  152 ,  48.26  162
2015,Kansas,156, 48.79,   0  12   76.20(  13)    0   3  ,  48.18  157 ,  49.10  155 ,  49.39  150
2015,Central Arkansas,157, 48.72,   7   4   43.95( 189)    0   0  ,  48.05  158 ,  49.15  153 ,  49.40  149
2015,Texas State,158, 48.24,   3   9   58.43( 117)    0   0  ,  48.83  155 ,  48.70  160 ,  47.64  166
2015,Liberty,159, 48.09,   6   5   47.82( 170)    0   0  ,  47.01  164 ,  48.92  157 ,  49.15  151
2015,Weber State,160, 47.97,   6   5   50.50( 151)    0   0  ,  48.01  159 ,  48.20  163 ,  47.93  164
2015,Kent State,161, 47.82,   3   9   62.59(  94)    0   0  ,  46.87  165 ,  48.30  161 ,  48.75  158
2015,Miami-Ohio,162, 47.67,   3   9   60.35( 105)    0   0  ,  47.15  163 ,  47.71  166 ,  48.18  163
2015,UTEP,163, 47.61,   5   7   55.09( 137)    0   0  ,  46.03  169 ,  48.24  162 ,  49.14  152
2015,Old Dominion,164, 47.51,   5   7   56.25( 132)    0   0  ,  45.84  171 ,  48.18  164 ,  49.12  154
2015,New Hampshire,165, 47.48,   7   5   43.69( 190)    0   0  ,  46.51  168 ,  48.04  165 ,  48.44  160
2015,Hawai'i,166, 47.42,   3  10   63.81(  87)    0   1  ,  47.47  162 ,  48.72  159 ,  47.37  167
2015,SE Missouri State,167, 46.17,   4   7   49.77( 157)    0   0  ,  47.61  161 ,  45.61  170 ,  44.68  174
2015,Central Florida(UCF),168, 46.15,   0  12   66.41(  74)    0   1  ,  44.93  174 ,  46.71  167 ,  47.33  168
2015,Colgate,169, 46.01,   9   5   45.26( 180)    0   0  ,  42.98  181 ,  45.46  171 ,  48.85  157
2015,New Mexico State,170, 45.97,   3   9   59.13( 115)    0   1  ,  45.70  173 ,  45.93  168 ,  46.24  169
2015,Alcorn State,171, 45.96,   9   4   31.32( 239)    0   0  ,  46.62  167 ,  45.29  172 ,  45.29  171
2015,Louisiana-Monroe,172, 45.87,   2  11   59.92( 110)    0   1  ,  46.81  166 ,  45.83  169 ,  44.92  173
2015,Holy Cross,173, 45.72,   6   5   39.28( 215)    0   0  ,  47.93  160 ,  43.98  176 ,  43.39  176
2015,Princeton,174, 44.56,   5   5   41.96( 202)    0   0  ,  46.01  170 ,  44.27  175 ,  43.05  178
2015,Yale,175, 44.20,   6   4   44.93( 185)    0   0  ,  43.18  179 ,  45.11  173 ,  45.19  172
2015,Bethune-Cookman,176, 44.13,   9   2   35.07( 227)    0   0  ,  42.05  183 ,  44.71  174 ,  46.10  170
2015,SC State,177, 43.19,   7   4   31.65( 235)    0   0  ,  43.30  178 ,  42.69  180 ,  43.07  177
2015,Mercer,178, 43.17,   5   6   41.42( 204)    0   0  ,  45.72  172 ,  42.04  181 ,  40.41  190
2015,Stony Brook,179, 42.80,   5   5   40.13( 211)    0   0  ,  42.64  182 ,  42.86  179 ,  42.96  179
2015,North Texas,180, 42.59,   1  11   65.57(  77)    0   1  ,  41.34  187 ,  42.87  178 ,  43.79  175
2015,Duquesne,181, 42.56,   8   4   36.69( 225)    0   0  ,  43.31  177 ,  41.93  182 ,  41.80  184
2015,Furman,182, 42.39,   4   7   52.05( 146)    0   0  ,  41.96  184 ,  43.29  177 ,  42.81  180
2015,Lamar,183, 42.14,   5   6   43.15( 195)    0   1  ,  44.30  176 ,  41.24  187 ,  39.81  193
2015,Eastern Michigan,184, 42.08,   1  11   59.19( 114)    0   0  ,  44.70  175 ,  41.79  183 ,  39.23  195
2015,Saint Francis-Pa.,185, 42.03,   7   4   35.46( 226)    0   0  ,  43.09  180 ,  41.76  184 ,  40.93  186
2015,Stephen F. Austin,186, 41.69,   4   7   44.45( 187)    0   1  ,  41.56  186 ,  41.67  185 ,  41.83  183
2015,Lehigh,187, 40.99,   6   5   42.52( 201)    0   0  ,  39.37  192 ,  41.63  186 ,  42.51  182
2015,Maine,188, 40.77,   3   8   47.02( 173)    0   0  ,  40.71  188 ,  40.81  188 ,  40.82  188
2015,NC Central,189, 40.64,   8   3   33.74( 232)    0   0  ,  38.43  201 ,  40.67  189 ,  42.69  181
2015,Grambling State,190, 40.29,   9   3   31.97( 234)    0   0  ,  40.13  190 ,  40.49  190 ,  40.46  189
2015,Bryant,191, 39.88,   5   6   38.72( 220)    0   0  ,  41.63  185 ,  39.97  193 ,  38.00  202
2015,Northern Colorado,192, 39.70,   6   5   45.08( 182)    0   0  ,  38.44  200 ,  39.98  192 ,  40.90  187
2015,Northwestern State,193, 39.68,   4   7   45.79( 178)    0   0  ,  38.21  202 ,  39.12  197 ,  41.07  185
2015,Delaware,194, 39.56,   4   7   45.20( 181)    0   0  ,  40.34  189 ,  38.99  198 ,  38.75  198
2015,Brown,195, 39.47,   5   5   43.24( 193)    0   0  ,  39.02  197 ,  40.10  191 ,  39.91  192
2015,SE Louisiana,196, 39.18,   4   7   40.81( 207)    0   0  ,  39.23  195 ,  39.91  194 ,  39.13  196
2015,Prairie View A&amp;M,197, 39.10,   9   2   27.56( 250)    0   0  ,  38.66  199 ,  38.65  200 ,  39.53  194
2015,Monmouth-NJ,198, 39.10,   5   6   43.61( 192)    0   0  ,  39.10  196 ,  38.78  199 ,  39.10  197
2015,Elon,199, 39.06,   4   7   49.20( 160)    0   0  ,  37.66  203 ,  39.50  196 ,  40.39  191
2015,Charlotte,200, 39.00,   2  10   57.89( 122)    0   0  ,  39.32  193 ,  39.53  195 ,  38.67  199
2015,UC Davis,201, 38.61,   2   9   50.50( 152)    0   0  ,  38.70  198 ,  38.33  201 ,  38.51  201
2015,Murray State,202, 38.40,   3   8   50.76( 150)    0   0  ,  39.68  191 ,  37.56  204 ,  37.03  206
